station,time,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude,PM2.5_pred
"Alipur, Delhi - DPCC",2022-01-01,222.29166666666666,354.06958333333336,47.078333333333326,44.58416666666667,62.076249999999995,3.1950000000000003,7.400416666666666,1.4082608695652175,13.6325,1.0579166666666666,9.058750000000002,69.89333333333333,,143.29833333333332,104.90791666666667,998.1885714285714,11.260833333333332,0.0,0.0,28.815329,77.15301,238.79143822662843
"Alipur, Delhi - DPCC",2022-01-02,233.45833333333334,346.6145833333333,51.90833333333333,46.58416666666667,67.09375,3.505833333333333,12.34875,1.3617391304347826,11.001249999999999,1.235,13.787916666666668,69.25375000000001,,202.18416666666667,103.63333333333333,997.1462499999999,11.876666666666665,0.0,0.0,28.815329,77.15301,269.66692219679635
"Alipur, Delhi - DPCC",2022-01-03,236.65625,373.0833333333333,43.3825,46.52875,60.46333333333333,3.5658333333333334,8.247083333333334,1.4486956521739132,15.970454545454546,1.0879166666666666,13.582083333333335,66.69875,,237.2541666666667,112.71499999999999,995.2516666666667,12.889166666666668,0.0,0.0,28.815329,77.15301,245.16412852784134
"Alipur, Delhi - DPCC",2022-01-04,231.05208333333334,364.125,42.07749999999999,48.56666666666667,60.111250000000005,3.628333333333334,7.475416666666668,1.3108695652173912,15.984117647058824,1.2775,16.368750000000002,63.86375,,142.2775,90.88583333333334,994.59875,15.062083333333334,0.0,0.0,28.815329,77.15301,215.33566651264448
"Alipur, Delhi - DPCC",2022-01-05,243.125,324.5416666666667,37.41375,30.9225,47.03708333333333,4.167916666666667,4.9487499999999995,1.3908695652173912,7.767916666666667,1.8045833333333332,8.31875,78.77291666666666,,54.08583333333333,20.37,993.8537499999999,13.034583333333332,0.12958333333333336,0.5208333333333334,28.815329,77.15301,269.0065164232221
"Alipur, Delhi - DPCC",2022-01-06,102.66666666666667,150.91666666666666,3.495833333333333,20.004166666666666,13.476249999999999,6.895,6.403333333333333,0.9352173913043479,10.35375,1.0075,4.129583333333333,74.38791666666667,,79.19666666666667,80.57249999999999,993.53125,15.533333333333333,0.0,0.0,28.815329,77.15301,107.8975805664111
"Alipur, Delhi - DPCC",2022-01-07,66.125,92.04166666666667,2.646666666666667,19.945000000000004,12.759166666666667,4.959166666666667,5.607916666666665,0.8169565217391304,10.905833333333334,0.8387500000000001,3.6375000000000006,71.89083333333333,,105.10374999999999,73.84958333333331,993.1191666666667,16.670833333333334,0.0,0.0,28.815329,77.15301,70.50698334698335
"Alipur, Delhi - DPCC",2022-01-08,38.94565217391305,48.28260869565217,1.1370833333333332,11.333333333333334,6.956666666666666,5.159166666666667,5.031666666666667,0.6734782608695652,40.0,0.3416666666666666,2.47625,79.07083333333333,,100.45041666666667,24.964583333333337,992.7175000000001,15.991666666666665,0.9320833333333334,3.7291666666666665,28.815329,77.15301,61.391394931902774
"Alipur, Delhi - DPCC",2022-01-09,33.239583333333336,42.6875,1.1441666666666668,9.748333333333333,6.12375,4.870416666666666,4.422916666666667,0.5930434782608696,,0.2895833333333333,2.43375,79.14416666666666,,171.47375,22.714583333333334,991.9962499999998,14.210416666666667,0.20833333333333334,0.8333333333333334,28.815329,77.15301,44.87558526885529
"Alipur, Delhi - DPCC",2022-01-10,69.08333333333333,105.21875,4.07375,20.264166666666668,14.149166666666668,4.711666666666667,8.174999999999999,0.7443478260869564,,0.58875,5.440416666666667,75.72041666666667,,229.8216666666667,101.93666666666667,994.5933333333334,12.59875,0.0,0.0,28.815329,77.15301,90.07469031555685
"Alipur, Delhi - DPCC",2022-01-11,59.708333333333336,95.33333333333333,8.850833333333334,20.325,18.03125,4.6325,5.364999999999999,0.691304347826087,14.139285714285716,0.7795833333333334,4.925416666666666,73.02083333333333,,233.75541666666666,131.52,994.73375,11.580416666666666,0.0,0.0,28.815329,77.15301,93.68505736852124
"Alipur, Delhi - DPCC",2022-01-12,95.66666666666667,157.54166666666666,7.372083333333333,25.08583333333333,19.368333333333336,3.565,6.3445833333333335,0.8204347826086955,8.884583333333333,0.7333333333333334,6.230416666666667,74.64625,,219.86416666666665,96.13666666666666,994.3004166666666,11.4525,0.0,0.0,28.815329,77.15301,115.33643428662994
